Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,Brand
Jaguar XE 2.0L Diesel Prestige,Pune,2018,24001,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,52.96,,10.085850775128717,,Jaguar
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2011,76000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,9.74,,11.238488619268468,,Hyundai
Ford EcoSport 1.0 Ecoboost Titanium Plus,Hyderabad,2014,56000,Petrol,Manual,First,18.88,999.0,123.24,5.0,11.2,,10.933106969717286,,Ford
Mahindra KUV 100 mFALCON G80 K4 5str,Mumbai,2016,30000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,11.145,,10.308952660644293,,Mahindra
Maruti Vitara Brezza VDi Option,Hyderabad,2017,44263,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.87,,10.697904392600355,,Maruti
Ford Figo Diesel ZXI,Hyderabad,2011,97899,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11.2,,11.491691613961837,,Ford
Volkswagen Vento Diesel Highline,Jaipur,2011,157301,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,11.105,,11.965916446305247,,Volkswagen
Ford Fiesta 1.4 SXI Duratorq,Jaipur,2008,135000,Diesel,Manual,First,17.8,1399.0,89.84,5.0,11.2,,11.813030057420567,,Ford
Fiat Avventura FIRE Dynamic,Pune,2016,35000,Petrol,Manual,Second,14.4,1368.0,88.8,5.0,8.955,,10.46310334047155,,Fiat
Honda Civic 2006-2010 1.8 V MT,Pune,2009,106000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,11.15,,11.571194373094205,,Honda
Honda CR-V Diesel,Kolkata,2016,121590,Diesel,Manual,First,18.0,2000.0,148.0,5.0,11.15,,11.708410008290464,,Honda
Maruti Wagon R LXI,Delhi,2012,64692,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.59,,11.077392825239668,,Maruti
Hyundai i10 Magna,Mumbai,2010,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,,10.621327345686446,,Hyundai
Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2018,25143,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,11.105,,10.132334806767016,,Volkswagen
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11.105,,10.839580911706463,,Volkswagen
Hyundai Accent CRDi,Pune,2005,109000,Diesel,Manual,Second,13.1,1493.0,82.0,5.0,9.74,,11.59910316121128,,Hyundai
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,69062,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.2,,11.142759930848998,,Ford
Jaguar XF 2.2 Litre Luxury,Kochi,2015,34386,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,53.72,,10.445404783779793,,Jaguar
Maruti Baleno Alpha 1.2,Delhi,2016,20185,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.87,,9.912695033287042,,Maruti
Hyundai Grand i10 CRDi Magna,Hyderabad,2013,41585,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9.74,,10.635494804302787,,Hyundai
Hyundai EON Era,Kolkata,2011,24000,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.74,,10.085809109330082,,Hyundai
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2016,40000,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,78.76,,10.596634733096073,,Mercedes-Benz
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2012,37000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,78.76,,10.51867319162636,,Mercedes-Benz
Ford EcoSport 1.5 Diesel Titanium,Chennai,2015,67630,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.48,,11.121806950568986,,Ford
Maruti Celerio VXI AT,Coimbatore,2016,24192,Petrol,Automatic,First,23.1,998.0,67.04,5.0,7.87,,10.09377727897926,,Maruti
Maruti Vitara Brezza VDi Option,Hyderabad,2017,32248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.87,,10.381211304797002,,Maruti
Mahindra Xylo E9,Mumbai,2013,28000,Diesel,Manual,First,13.0,2179.0,120.0,8.0,11.145,,10.239959789157341,,Mahindra
Hyundai Creta 1.6 SX Automatic,Kochi,2018,36471,Petrol,Automatic,First,14.8,1591.0,121.3,5.0,15.93,,10.504272703223904,,Hyundai
Honda Mobilio V i VTEC,Kochi,2015,69689,Petrol,Manual,First,17.3,1497.0,117.3,7.0,11.15,,11.1517977650686,,Honda
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Kochi,2015,69095,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,78.76,,11.143237648237585,,Mercedes-Benz
Hyundai i20 Magna,Kolkata,2010,46000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,9.74,,10.736396675471232,,Hyundai
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2008,65000,Petrol,Automatic,Third,10.13,3498.0,364.9,5.0,78.76,,11.082142548877775,,Mercedes-Benz
Volkswagen Vento 1.5 TDI Highline,Chennai,2015,119258,Diesel,Manual,First,20.64,1498.0,108.5,5.0,14.32,,11.689044492454304,,Volkswagen
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2015,38339,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,78.76,,10.554222933839034,,Mercedes-Benz
Toyota Etios V,Mumbai,2012,59503,Petrol,Manual,First,16.78,1496.0,88.73,5.0,23.25,,10.993782010430735,,Toyota
Tata Indica Vista Aqua TDI BSIII,Chennai,2010,93600,Diesel,Manual,Third,17.0,1405.0,71.0,5.0,7.63,,11.446785662465684,,Tata
Volkswagen Passat 1.8 TSI MT,Coimbatore,2011,58865,Petrol,Manual,First,14.3,1798.0,160.0,5.0,11.105,,10.983001965512297,,Volkswagen
Maruti Alto LXi,Coimbatore,2012,64631,Petrol,Manual,First,19.7,796.0,46.3,5.0,7.87,,11.07644945082794,,Maruti
Skoda Laura 1.9 TDI MT Elegance,Pune,2007,124298,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,31.365000000000002,,11.73043718726477,,Skoda
Maruti Wagon R LX,Jaipur,2003,50000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,7.87,,10.819778284410283,,Maruti
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2013,40001,Diesel,Manual,First,21.64,1461.0,84.8,5.0,9.51,,10.596659732783579,,Nissan
Honda Brio VX,Bangalore,2015,62659,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11.15,,11.045462605234244,,Honda
Hyundai i10 Sportz,Kochi,2014,68138,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,,11.129290339448714,,Hyundai
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2014,34000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,78.76,,10.4341158035983,,Mercedes-Benz
Volkswagen Vento Petrol Comfortline,Mumbai,2013,67000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,11.105,,11.112447898373103,,Volkswagen
Honda Mobilio S i DTEC,Delhi,2015,64141,Diesel,Manual,First,24.2,1498.0,98.6,7.0,11.15,,11.068839064020526,,Honda
Maruti Alto LXI,Kolkata,2019,1000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.99,,6.907755278982137,,Maruti
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2013,42000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,78.76,,10.645424897265505,,Mercedes-Benz
Honda City ZX VTEC Plus,Coimbatore,2009,76677,Petrol,Manual,Third,16.9,1497.0,100.0,5.0,11.15,,11.247357072763558,,Honda
Audi A8 L 3.0 TDI quattro,Kochi,2013,66848,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,55.61,,11.110176664356292,,Audi
Hyundai Santro Xing GL,Ahmedabad,2007,78000,Petrol,Manual,First,0.0,1086.0,62.0,5.0,9.74,,11.26446410567173,,Hyundai
Maruti Swift Dzire VDi,Delhi,2010,111166,Diesel,Manual,First,19.3,1248.0,73.9,5.0,7.87,,11.618779858650225,,Maruti
Hyundai Verna CRDi ABS,Chennai,2007,76000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,9.74,,11.238488619268468,,Hyundai
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2012,94049,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,55.61,,11.451571202030438,,Audi
BMW X1 sDrive20d,Ahmedabad,2014,47000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,58.67,,10.757902880692196,,BMW
Tata Indica DLS,Chennai,2006,140000,Diesel,Manual,Second,13.5,1405.0,74.0,5.0,7.63,,11.84939770159144,,Tata
Tata Nano XT,Delhi,2015,20047,Petrol,Manual,First,23.9,624.0,37.48,4.0,7.63,,9.905834795604477,,Tata
BMW 7 Series 730Ld DPE Signature,Chennai,2017,16000,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,158.0,,9.680344001221918,,BMW
Honda Brio 1.2 S MT,Chennai,2012,27000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.15,,10.203592144986466,,Honda
Maruti Alto 800 2016-2019 LXI,Mumbai,2018,1001,Petrol,Manual,First,24.7,796.0,47.3,5.0,7.87,,6.90875477931522,,Maruti
Hyundai i20 1.2 Sportz,Kolkata,2010,89312,Petrol,Manual,First,17.0,1197.0,80.0,5.0,9.74,,11.399891136336048,,Hyundai
Renault Duster 110PS Diesel RxZ,Pune,2012,93000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,4.93,,11.440354772135393,,Renault
Maruti Swift Dzire VDI,Kolkata,2013,48000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.87,,10.778956289890028,,Maruti
Maruti Dzire ZDI,Coimbatore,2014,64917,Diesel,Manual,First,28.4,1248.0,73.75,5.0,8.95,,11.080864809839891,,Maruti
Honda City i VTEC V,Jaipur,2017,19678,Petrol,Manual,First,17.8,1497.0,117.3,5.0,11.15,,9.88725653942571,,Honda
Jaguar XF Diesel,Kolkata,2014,12000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,53.72,,9.392661928770137,,Jaguar
BMW 3 Series 320d Luxury Line,Delhi,2014,41309,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,58.67,,10.628835672884062,,BMW
BMW 3 Series Luxury Line,Coimbatore,2018,25038,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,62.07,,10.128149949819608,,BMW
Chevrolet Beat Diesel LS,Coimbatore,2016,68673,Diesel,Manual,First,25.44,936.0,56.3,5.0,11.105,,11.137111387860115,,Chevrolet
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,26343,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,78.76,,10.178957864028105,,Mercedes-Benz
Maruti Omni E 8 Str STD,Bangalore,2005,81245,Petrol,Manual,Fourth & Above,16.8,796.0,34.2,8.0,7.87,,11.305224559836876,,Maruti
Nissan Micra Diesel XV,Delhi,2012,62100,Diesel,Manual,First,23.08,1461.0,63.1,5.0,9.51,,11.03650126792157,,Nissan
Volkswagen Vento Petrol Highline,Pune,2013,104000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,11.105,,11.55214617812351,,Volkswagen
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,114831,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,,11.651216761257963,,Audi
Fiat Linea Dynamic,Mumbai,2010,46000,Petrol,Manual,First,14.6,1368.0,88.7,5.0,8.955,,10.736396675471232,,Fiat
Hyundai Verna 1.6 SX,Jaipur,2014,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,9.74,,11.289781913656018,,Hyundai
Hyundai i20 Active 1.2 S,Kolkata,2016,9201,Petrol,Manual,First,17.19,1197.0,81.86,5.0,9.74,,9.127067452782361,,Hyundai
Honda Brio V MT,Kochi,2013,55311,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11.15,,10.9207270827385,,Honda
Honda Mobilio RS Option i DTEC,Coimbatore,2015,58217,Diesel,Manual,First,24.5,1498.0,98.6,7.0,11.15,,10.971932687287666,,Honda
Mitsubishi Pajero Sport 4X4,Delhi,2013,70655,Diesel,Manual,First,13.5,2477.0,175.56,7.0,31.93,,11.165564157016847,,Mitsubishi
Hyundai i10 Magna,Kolkata,2015,46000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,,10.736396675471232,,Hyundai
Tata Manza Club Class Quadrajet90 LS,Pune,2014,125000,Diesel,Manual,First,21.02,1248.0,88.8,5.0,7.63,,11.736069016284437,,Tata
Renault Duster Adventure Edition,Mumbai,2014,59000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.93,,10.985292722887856,,Renault
Hyundai Verna CRDi 1.6 AT SX Plus,Mumbai,2013,66000,Diesel,Automatic,Second,22.0,1582.0,126.2,5.0,15.88,,11.097410021008562,,Hyundai
Maruti Ritz VDi,Hyderabad,2009,82242,Diesel,Manual,First,21.1,1248.0,73.9,5.0,7.87,,11.317421399459436,,Maruti
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2012,107281,Diesel,Manual,First,12.8,2494.0,102.0,8.0,23.25,,11.583206839314055,,Toyota
Tata Sumo EX 10/7 Str BSII,Chennai,2015,196000,Diesel,Manual,Second,12.2,1948.0,68.0,10.0,7.63,,12.185869938212655,,Tata
Audi Q3 35 TDI Quattro Premium Plus,Ahmedabad,2015,75000,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,43.65,,11.225243392518447,,Audi
Fiat Grande Punto 1.2 Emotion,Kolkata,2011,11791,Petrol,Manual,First,16.2,1172.0,68.0,5.0,8.955,,9.375091807576673,,Fiat
Hyundai Elantra SX,Ahmedabad,2013,46000,Petrol,Manual,First,16.3,1797.0,147.5,5.0,9.74,,10.736396675471232,,Hyundai
Volkswagen Polo Diesel Trendline 1.2L,Pune,2011,81000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,11.105,,11.302204433654575,,Volkswagen
Toyota Etios Cross 1.2L G,Coimbatore,2015,46950,Petrol,Manual,First,17.71,1197.0,78.8,5.0,8.23,,10.75683848463641,,Toyota
Hyundai Grand i10 Asta Option,Chennai,2017,18000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,,9.798127036878302,,Hyundai
Mahindra Scorpio S4 7 Seater,Coimbatore,2016,95942,Diesel,Manual,First,15.4,2179.0,120.0,7.0,11.145,,11.471499121201083,,Mahindra
Maruti Ciaz VXi Plus,Kochi,2016,42925,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.87,,10.667209685765677,,Maruti
Ford Figo Petrol Titanium,Hyderabad,2014,33750,Petrol,Manual,First,15.6,1196.0,70.02,5.0,11.2,,10.426735696300677,,Ford
Mini Cooper S,Mumbai,2016,14000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,42.12,,9.546812608597396,,Mini
Hyundai Creta 1.6 CRDi SX,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.74,,10.275051108968611,,Hyundai
Mahindra XUV500 W8 2WD,Kochi,2015,67365,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.145,,11.117880874189948,,Mahindra
Mahindra XUV500 W8 2WD,Coimbatore,2014,67791,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.145,,11.124184721754474,,Mahindra
Mahindra Thar CRDe AC,Hyderabad,2016,20000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,11.145,,9.903487552536127,,Mahindra
Maruti Swift Dzire VDi,Jaipur,2011,90198,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,7.87,,11.40976253285589,,Maruti
Hyundai i10 Sportz 1.1L,Pune,2010,77000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,9.74,,11.251560700835821,,Hyundai
Maruti Ciaz VXi,Kochi,2017,42520,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.87,,10.657729832455884,,Maruti
Maruti Wagon R LXI DUO BSIII,Jaipur,2009,87829,LPG,Manual,First,17.3,1061.0,57.5,5.0,7.87,,11.383147021215013,,Maruti
Maruti Baleno Delta CVT,Ahmedabad,2017,21701,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.57,,9.985113621416073,,Maruti
Maruti Alto LX BSIII,Coimbatore,2008,86033,Petrol,Manual,First,19.7,796.0,46.3,5.0,7.87,,11.36248622256383,,Maruti
Hyundai Xcent 1.2 Kappa S Option,Mumbai,2015,25000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,9.74,,10.126631103850338,,Hyundai
Toyota Corolla Altis Diesel D4DG,Kolkata,2011,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,23.25,,10.714417768752456,,Toyota
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2018,22987,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.105,,10.042684117724416,,Volkswagen
Hyundai i10 Era,Jaipur,2009,48725,Petrol,Manual,First,19.81,1086.0,68.05,5.0,9.74,,10.793947524375762,,Hyundai
Hyundai Grand i10 1.2 Kappa Sportz,Hyderabad,2013,42500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.19,,10.657259354912508,,Hyundai
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2014,35000,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,9.74,,10.46310334047155,,Hyundai
Ford Fiesta 1.4 SXi TDCi ABS,Bangalore,2014,56000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,11.2,,10.933106969717286,,Ford
Tata Xenon XT EX 4X2,Hyderabad,2014,10000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,7.63,,9.210340371976184,,Tata
Maruti Alto K10 2010-2014 VXI,Mumbai,2010,15669,Petrol,Manual,First,20.92,998.0,67.1,5.0,7.87,,9.659439517104408,,Maruti
Audi A6 2011-2015 35 TDI Premium,Kochi,2016,55331,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,,10.921088609106748,,Audi
Renault Duster 85PS Diesel RxL Optional,Pune,2015,44535,Diesel,Manual,First,20.46,1461.0,83.8,5.0,4.93,,10.70403067586597,,Renault
Mahindra Thar 4X4,Delhi,2012,74000,Diesel,Manual,First,16.55,2498.0,105.0,7.0,11.145,,11.211820372186306,,Mahindra
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2014,77901,Diesel,Manual,First,12.99,2494.0,100.6,7.0,23.25,,11.263194068746921,,Toyota
Maruti Swift Dzire VXi,Kolkata,2010,58186,Petrol,Manual,First,17.5,1298.0,85.8,5.0,7.87,,10.9714000549546,,Maruti
Chevrolet Aveo 1.6 LT,Mumbai,2010,30000,Petrol,Manual,First,14.2,1598.0,102.0,5.0,11.105,,10.308952660644293,,Chevrolet
Toyota Etios GD,Bangalore,2012,90000,Diesel,Manual,First,23.59,1364.0,132.0,5.0,23.25,,11.407564949312402,,Toyota
Jaguar XE Portfolio,Coimbatore,2018,14730,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,56.98,,9.597641509456675,,Jaguar
Maruti Alto LXi,Jaipur,2013,40000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,7.87,,10.596634733096073,,Maruti
Chevrolet Aveo U-VA 1.2 LS,Chennai,2007,88107,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,11.105,,11.386307263932462,,Chevrolet
Volkswagen Vento 1.5 TDI Highline,Delhi,2012,53226,Diesel,Manual,Second,20.64,1498.0,108.5,5.0,14.13,,10.882302277748641,,Volkswagen
Maruti Swift VDI BSIV,Hyderabad,2013,76000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.87,,11.238488619268468,,Maruti
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2008,200000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,23.25,,12.206072645530174,,Toyota
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Hyderabad,2013,73000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,78.76,,11.198214720130528,,Mercedes-Benz
Hyundai Accent GLE 1,Jaipur,2009,77200,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,9.74,,11.254154736012868,,Hyundai
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,67000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,55.61,,11.112447898373103,,Audi
Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2005,150000,Diesel,Manual,Second,14.8,2499.0,80.0,10.0,11.105,,11.918390573078392,,Chevrolet
Mahindra Xylo E8 ABS BS IV,Jaipur,2009,145278,Diesel,Manual,Second,11.68,2498.0,112.0,8.0,11.145,,11.886404427220537,,Mahindra
Hyundai i20 Active SX Diesel,Chennai,2015,62083,Diesel,Manual,First,21.19,1396.0,88.76,5.0,11.48,,11.036227478431766,,Hyundai
Honda Civic 2006-2010 1.8 V MT,Pune,2010,61696,Petrol,Manual,First,13.5,1799.0,130.0,5.0,11.15,,11.029974377970218,,Honda
Ford EcoSport 1.5 Diesel Titanium,Ahmedabad,2017,28000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.2,,10.239959789157341,,Ford
Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2013,50142,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,78.76,,10.822614259229491,,Mercedes-Benz
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2014,45000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,31.365000000000002,,10.714417768752456,,Skoda
Skoda Rapid 1.5 TDI Elegance,Pune,2014,97513,Diesel,Manual,First,21.14,1498.0,103.52,5.0,31.365000000000002,,11.487740981431173,,Skoda
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Mumbai,2011,55000,Petrol,Automatic,Second,12.3,1796.0,185.0,5.0,78.76,,10.915088464214607,,Mercedes-Benz
Maruti 800 AC,Hyderabad,2004,82000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,7.87,,11.314474526246391,,Maruti
Maruti Swift LDI,Delhi,2013,71501,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.87,,11.177466714598282,,Maruti
Honda BR-V i-DTEC S MT,Hyderabad,2017,23000,Diesel,Manual,First,21.9,1498.0,98.6,7.0,14.13,,10.043249494911286,,Honda
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,66095,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,,11.0988483800135,,Audi
Toyota Fortuner 3.0 Diesel,Mumbai,2014,49500,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.25,,10.809727948556782,,Toyota
Toyota Camry MT with Moonroof,Chennai,2009,90000,Petrol,Manual,First,13.4,2362.0,164.7,5.0,23.25,,11.407564949312402,,Toyota
Maruti Ignis 1.2 Delta,Mumbai,2017,25384,Petrol,Manual,First,20.89,1197.0,81.8,5.0,6.41,,10.141874333263031,,Maruti
Hyundai Verna 1.6 VTVT S,Delhi,2016,27529,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,9.74,,10.222995273466749,,Hyundai
Honda City V MT,Kochi,2012,69297,Petrol,Manual,First,16.8,1497.0,116.3,5.0,11.15,,11.146156894197663,,Honda
Honda City 1.5 E MT,Hyderabad,2009,66000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.15,,11.097410021008562,,Honda
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2012,20000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,9.12,,9.903487552536127,,Mahindra
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2015,67000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,78.76,,11.112447898373103,,Mercedes-Benz
Hyundai EON D Lite Plus,Coimbatore,2015,36933,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.74,,10.516860739315725,,Hyundai
Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,2007,194000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,23.25,,12.175613438045465,,Toyota
Maruti Ertiga VDI,Kolkata,2013,42200,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.87,,10.650175500024103,,Maruti
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53093,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,55.61,,10.879800371798126,,Audi
Honda City 1.5 E MT,Pune,2012,88000,Petrol,Manual,Third,17.0,1497.0,118.0,5.0,11.15,,11.385092093460344,,Honda
Maruti Alto K10 LXI,Kochi,2017,42954,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.91,,10.66788505462424,,Maruti
Tata Indica V2 eLX,Chennai,2015,106000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,7.63,,11.571194373094205,,Tata
BMW 5 Series 2013-2017 520d Luxury Line,Kochi,2015,41700,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,58.67,,10.638256407786892,,BMW
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2018,34464,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,78.76,,10.447670579956116,,Mercedes-Benz
Chevrolet Beat LT,Ahmedabad,2010,15000,Petrol,Manual,First,17.8,1199.0,76.8,5.0,11.105,,9.615805480084347,,Chevrolet
Maruti Zen Estilo LXI BS IV,Pune,2010,70000,Petrol,Manual,Second,19.0,998.0,67.1,5.0,7.87,,11.156250521031495,,Maruti
Mahindra XUV500 W8 4WD,Hyderabad,2017,119256,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.145,,11.689027721950266,,Mahindra
Honda City 1.5 V MT,Coimbatore,2011,50036,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.15,,10.820498025334633,,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2013,58000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,23.25,,10.968198289528557,,Toyota
Hyundai i20 1.2 Magna,Pune,2011,75000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,9.74,,11.225243392518447,,Hyundai
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,53313,Petrol,Manual,First,20.92,998.0,67.1,5.0,7.87,,10.883935482853596,,Maruti
Toyota Innova 2.5 G (Diesel) 8 Seater,Kolkata,2015,73000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,23.25,,11.198214720130528,,Toyota
Nissan Micra Diesel XV,Kochi,2013,83989,Diesel,Manual,First,23.08,1461.0,63.1,5.0,9.51,,11.338441116869486,,Nissan
Hyundai Creta 1.6 CRDi SX,Chennai,2015,86247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.74,,11.364970551679981,,Hyundai
Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,2016,24000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,23.25,,10.085809109330082,,Toyota
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,58000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,78.76,,10.968198289528557,,Mercedes-Benz
Hyundai i20 Asta 1.2,Kolkata,2015,33000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,,10.404262840448617,,Hyundai
Honda Accord VTi-L (AT),Hyderabad,2005,100000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,11.15,,11.512925464970229,,Honda
Toyota Innova Crysta 2.4 ZX MT,Hyderabad,2017,65896,Diesel,Manual,First,13.68,2393.0,147.8,7.0,25.04,,11.095833020621084,,Toyota
Hyundai i20 Asta Option 1.4 CRDi,Chennai,2016,120000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.74,,11.695247021764184,,Hyundai
